vineyard_field_id,smoke_days,smoke_density_weighted_days,max_density_weight,area_ha,ha_smoke_days
VYD_00206,8,18,3,0.29438352686033414,2.355068214882673
VYD_00207,8,20,3,0.43769645592361894,3.5015716473889515
VYD_00208,8,21,3,0.3133752982848867,2.5070023862790936
VYD_00209,7,14,3,0.4167591784744309,2.9173142493210165
VYD_00210,8,21,3,0.2360412494663211,1.8883299957305688
VYD_00211,8,21,3,0.36819781158417736,2.945582492673419
VYD_00212,7,19,3,0.3335723418293578,2.3350063928055045
VYD_00213,7,18,3,0.12642942586933034,0.8850059810853124
VYD_00214,8,20,3,0.3464549326556634,2.7716394612453072
VYD_00215,8,21,3,0.25808207342494754,2.0646565873995804
VYD_00216,7,17,3,0.12572541025720055,0.8800778718004039
VYD_00217,8,20,3,0.49276275112971335,3.942102009037707
VYD_00218,8,20,3,0.2975421084076702,2.3803368672613616
VYD_00219,7,18,3,0.19478674664559284,1.36350722651915
VYD_00220,8,21,3,0.3641885228041446,2.913508182433157
VYD_00221,8,20,3,0.4025853813384461,3.220683050707569
VYD_00222,8,20,3,0.04128414622335311,0.33027316978682486
VYD_00223,8,21,3,0.23909785284741478,1.9127828227793182
VYD_00224,8,18,3,0.5269422379710728,4.215537903768582
VYD_00225,8,21,3,0.3420894838512942,2.7367158708103534
VYD_00226,8,17,3,0.978139287803006,7.825114302424048
VYD_00227,7,18,3,0.1578389448589922,1.1048726140129452
VYD_00228,8,21,3,0.5819869662469527,4.655895729975621
VYD_00229,7,18,3,0.2721562750104923,1.905093925073446
VYD_00230,8,18,3,0.09418747210060631,0.7534997768048505
VYD_00231,8,18,3,0.3039175589112879,2.4313404712903033
VYD_00232,8,21,3,0.2538469033364361,2.030775226691489
VYD_00233,8,19,3,0.2639241688874695,2.111393351099756
VYD_00234,7,17,3,0.11519680137060305,0.8063776095942213
VYD_00235,7,17,3,0.055943429151583256,0.3916040040610828
VYD_00236,8,20,3,0.44555227271802067,3.5644181817441654
VYD_00237,7,17,3,0.09417375943230454,0.6592163160261317
VYD_00238,8,20,3,0.11061768072063052,0.8849414457650442
VYD_00239,8,21,3,0.25935007837771507,2.0748006270217205
VYD_00240,8,20,3,0.19320506551476668,1.5456405241181335
VYD_00241,7,17,3,0.18407375978771487,1.288516318514004
VYD_00242,7,17,3,0.2721279897675125,1.9048959283725875
VYD_00243,7,16,3,0.16528724807240186,1.157010736506813
VYD_00244,7,16,3,0.40681160658376475,2.847681246086353
VYD_00245,8,20,3,0.5945375910105462,4.756300728084369
VYD_00246,8,20,3,0.21443823621226357,1.7155058896981086
VYD_00247,9,19,3,0.4691824575178947,4.222642117661053
VYD_00248,8,20,3,0.3634311494186094,2.907449195348875
VYD_00249,8,18,3,0.15249957021719243,1.2199965617375395
VYD_00250,8,20,3,0.5077308834805699,4.0618470678445595
VYD_00251,8,20,3,0.56507808405736,4.52062467245888
VYD_00252,8,20,3,0.5891056992981057,4.712845594384846
VYD_00253,8,20,3,0.39808887516543817,3.1847110013235054
VYD_00254,8,17,3,0.06051335623360085,0.4841068498688068
VYD_00255,8,20,3,0.4246277145406219,3.3970217163249754
VYD_00256,8,20,3,0.6061068830867711,4.848855064694169
VYD_00257,8,16,3,0.16793280050920598,1.3434624040736478
VYD_00258,8,18,3,0.49498208142543026,3.959856651403442
VYD_00259,8,21,3,0.24385613483632193,1.9508490786905754
VYD_00260,8,19,3,0.40502220150255397,3.2401776120204318
VYD_00261,8,20,3,0.36664850569978547,2.9331880455982837
VYD_00262,8,21,3,0.08855330148302605,0.7084264118642084
VYD_00263,8,20,3,0.2574949301700835,2.059959441360668
VYD_00264,8,21,3,0.3036633769225772,2.4293070153806178
VYD_00265,7,18,3,0.5396804528414425,3.7777631698900977
VYD_00266,8,20,3,0.42042875732094565,3.363430058567565
VYD_00267,8,21,3,0.5529823783446455,4.423859026757164
VYD_00268,8,20,3,0.12072448685748932,0.9657958948599146
VYD_00269,8,20,3,0.14186793659031774,1.134943492722542
VYD_00270,8,18,3,0.29193878434786846,2.3355102747829477
VYD_00271,8,21,3,0.4249358348840494,3.399486679072395
VYD_00272,7,16,3,0.43887150919527623,3.0721005643669335
VYD_00273,9,19,3,0.19564184034599058,1.7607765631139152
VYD_00274,8,17,3,0.2163891706905036,1.7311133655240287
VYD_00275,8,20,3,0.5364385564552272,4.291508451641818
VYD_00276,8,19,3,0.5056657621933451,4.045326097546761
VYD_00277,7,18,3,0.5818442134564007,4.072909494194805
VYD_00278,8,20,3,0.17639259133135182,1.4111407306508146
VYD_00279,8,20,3,0.5439528703685694,4.351622962948555
VYD_00280,8,21,3,0.15555746649534805,1.2444597319627844
VYD_00281,8,20,3,0.3406368184146346,2.725094547317077
VYD_00282,7,16,3,0.2758423206897739,1.9308962448284173
VYD_00283,9,21,3,0.5652060605372553,5.0868545448352975
VYD_00284,7,18,3,0.344950920560754,2.414656443925278
VYD_00285,7,18,3,0.255775424483015,1.7904279713811049
VYD_00286,8,18,3,0.4279876479748191,3.4239011837985527
VYD_00287,7,18,3,0.21137476683257422,1.4796233678280195
VYD_00288,7,18,3,0.23624249990747243,1.653697499352307
VYD_00289,8,20,3,0.2527852894984919,2.022282315987935
VYD_00290,8,20,3,0.4552352379718365,3.641881903774692
VYD_00291,8,21,3,0.12200814181432827,0.9760651345146262
VYD_00292,8,17,3,0.5731133149168388,4.5849065193347105
VYD_00293,8,21,3,0.10765278293536691,0.8612222634829353
VYD_00294,8,18,3,0.1858383424869232,1.4867067398953857
VYD_00295,7,17,3,0.373357087177625,2.613499610243375
VYD_00296,8,20,3,0.5965682724787565,4.772546179830052
VYD_00297,8,20,3,0.16579794464634712,1.326383557170777
VYD_00298,8,20,3,0.41062601327812437,3.285008106224995
VYD_00299,8,20,3,0.0626038771986945,0.500831017589556
VYD_00300,8,21,3,0.4214012541777256,3.371210033421805
VYD_00301,7,19,3,0.26458738233454804,1.8521116763418362
VYD_00302,8,21,3,0.2746058181265934,2.1968465450127472
