vineyard_field_id,NDVI_2015,NDVI_2016,NDVI_2017,NDVI_2018,NDVI_2019,NDVI_2020,NDVI_2021,area_ha,in_perimeter,recov_2020_ratio,recov_2021_ratio,drop_2019_2020,drop_2019_2021
VYD_00053,0.3551508491562376,0.43171947860479676,0.4101439638603089,0.3954483264739482,0.46425390065888034,0.3925602071568343,0.32286220875650784,0.7722027582294497,0,0.845572232348944,0.6954431794720389,-0.07169369350204602,-0.1413916919023725
VYD_00054,0.42487178836856876,0.3703015350901686,0.3583295074132111,0.3444658264562531,0.359015846261391,0.27478946629050255,0.3216150622289101,0.04064047731744923,0,0.7653964836149176,0.8958241414078134,-0.08422637997088844,-0.03740078403248087
VYD_00055,0.38003710109453936,0.41709315451291895,0.3469259297847748,0.34511059105396275,0.40642817240494955,0.4457682504103734,0.4293792039155961,0.07926243633153757,0,1.0967946630585117,1.056470080247732,0.03934007800542383,0.022951031510646536
VYD_00056,0.4852170282295008,0.46912411383185354,0.46676858027350127,0.4287671711506924,0.452276195925739,0.32526175343089714,0.38104694287590746,0.4791571565473684,0,0.7191662005671932,0.8425093920673046,-0.12701444249484184,-0.07122925304983152
VYD_00057,0.4390367727083642,0.4234035455045247,0.42902228019998545,0.43356003066790966,0.43288736447824977,0.3901755766100473,0.41064497295190533,0.32968446809876906,0,0.90133279145331,0.9486185244673225,-0.042711787868202455,-0.02224239152634444
VYD_00058,0.47351546246168785,0.5218220540447086,0.5076518794075602,0.26903788652179994,0.41895267708210654,0.44993857813603955,0.38214825907993405,0.12583334158486703,0,1.0739603844275243,0.9121513717050207,0.030985901053933007,-0.03680441800217249
VYD_00059,0.3430372581783332,0.4339517337238426,0.42974565414957294,0.449710858022804,0.4695720696820698,0.43386085231032623,0.39141205654267974,0.8219288258493122,0,0.9239494431687081,0.8335505491365588,-0.0357112173717436,-0.07816001313939008
VYD_00060,0.4141486240984781,0.47593733146635775,0.4938755047675486,0.36675564771182306,0.48184390495368395,0.45538322225585337,0.21192881418423506,0.7252498003383564,0,0.9450845337550258,0.4398287744339242,-0.026460682697830584,-0.26991509076944886
VYD_00061,0.47092194337019716,0.4869670997096378,0.4973161371793603,0.39552615431699895,0.4662858726032164,0.4273634870814007,0.4005222037161845,0.14728463775976566,0,0.916526775077879,0.8589627677976143,-0.038922385521815706,-0.06576366888703189
VYD_00062,0.35153123769685113,0.4216621831647611,0.4127692162325755,0.39953067781999213,0.4689751850308985,0.4385564178442024,0.3559088763542348,2.900628956890575,0,0.9351377894659992,0.7589076942968436,-0.030418767186696116,-0.11306630867666373
VYD_00063,0.37600250331234175,0.4237065316607419,0.38953459535015234,0.3572183561651674,0.44610367381953747,0.360906556180623,0.2987371032640815,0.025827657812060336,0,0.8090194664629028,0.6696584690870081,-0.08519711763891447,-0.147366570555456
VYD_00064,0.4326191964017161,0.5103303788648381,0.46794996527488986,0.45241899050993317,0.5214670477384223,0.4706764117487989,0.3630312403820812,0.808686474163665,0,0.9026004879696617,0.6961729258953759,-0.05079063598962347,-0.15843580735634116
VYD_00065,0.3382274204215969,0.35214935721756657,0.3533448794139744,0.3624656108208848,0.3935980562788449,0.3534449324811774,0.36216686049084756,0.13455379916264937,0,0.8979844459160109,0.9201439252897888,-0.0401531237976675,-0.03143119578799736
VYD_00066,0.32720025655472346,0.32004079492133686,0.3215042470800442,0.3533133561092487,0.366187564224014,0.320911858531125,0.2990190517881969,0.7869103996279541,0,0.8763592483299304,0.8165734749126352,-0.04527570569288897,-0.06716851243581712
VYD_00067,0.4356319798340955,0.457064603953855,0.4713058394452111,0.43761414745035176,0.5104337657569128,0.48252966965791094,0.3735435406819434,2.5787131148970044,0,0.9453325818725503,0.7318158902125579,-0.02790409609900185,-0.1368902250749694
VYD_00068,0.5246975179739124,0.5067556626812689,0.5538294851702322,0.5455508883798215,0.5980972620778033,0.518804372171947,0.4724919802712214,1.3159374065144396,0,0.867424756919316,0.7899918796313724,-0.07929288990585637,-0.12560528180658193
VYD_00069,0.4451763551793001,0.45592391549235034,0.4565893032461265,0.4492789346240869,0.4844454975568446,0.4577556403356725,0.4111641316393358,0.1563032567949481,0,0.9449063777952849,0.8487314542356543,-0.026689857221172064,-0.07328136591750878
VYD_00070,0.3051090224021984,0.38884514212535193,0.4099281748804051,0.43497954873080014,0.43547453813066844,0.37288069970627497,0.316372535223975,1.5942566959542241,0,0.8562629202316036,0.7265006504904871,-0.06259383842439348,-0.11910200290669343
VYD_00071,0.490766184947098,0.4504865159245336,0.4628899344448318,0.4074106173113585,0.4247131253622562,0.3802866669405983,0.4173187526665011,6.784134881498995,0,0.8953965494149383,0.9825897240885877,-0.04442645842165788,-0.007394372695755103
VYD_00072,0.3112719336351693,0.3319401269887318,0.36029424783625974,0.3238356861585363,0.19432565415204395,0.23505708624860888,0.2829473986141924,0.3124336805846575,0,1.2096039880802147,1.4560475807934714,0.040731432096564935,0.08862174446214843
VYD_00073,0.379260705607028,0.5128076339787153,0.48294387335707284,0.5301446358259889,0.5518740480170554,0.4954089662365758,0.4496857026054658,0.28374895699826463,0,0.8976848395329244,0.8148339357888568,-0.0564650817804796,-0.10218834541158961
VYD_00074,0.29538145940303806,0.40699732734560967,0.38651518214344976,0.4218124149084091,0.4548411100506781,0.39883000088930126,0.35602462963461873,0.3061629741187651,0,0.8768556581107276,0.7827450548499248,-0.05601110916137686,-0.0988164804160594
VYD_00075,0.2516536124852262,0.30924087835923786,0.32419557963745504,0.3043656287879883,0.340986570036864,0.29804700495132913,0.15745135043052177,0.0770229066566178,0,0.8740725622100228,0.46175235116591173,-0.04293956508553487,-0.18353521960634223
VYD_00076,0.5145171062740546,0.5058440207573176,0.5016939236373853,0.5405468566690803,0.5284500679129992,0.4809425044089382,0.4483492319172075,0.5413378008385623,0,0.9101001846935474,0.8484230755951402,-0.04750756350406099,-0.08010083599579171
VYD_00077,0.44764744467024353,0.5007744436963072,0.46187071075751196,0.4675565401242526,0.4961968718507913,0.42187581082596,0.40318765269071766,0.3676571650886951,0,0.8502186022503181,0.8125558131530464,-0.07432106102483133,-0.09300921916007365
VYD_00078,0.4594975216725917,0.4304494075873209,0.4359083919633215,0.4443358415221795,0.4300530814864346,0.41385861688408704,0.38762200863903706,0.43831122955961743,1,0.9623431029807459,0.9013352661007825,-0.01619446460234758,-0.042431072847397555
VYD_00079,0.4114996627934009,0.47219098801970716,0.4773480480272975,0.44281456884918197,0.4958909926876961,0.46443347257205597,0.414828310943116,0.46993828689875955,0,0.9365636388248505,0.8365312479155433,-0.031457520115640125,-0.08106268174458009
