vineyard_field_id,NDMI_prefire,NDVI_prefire,ET_gs_mm,awc_0_100cm,awc_0_150cm,area_ha
VYD_00040,-0.14735250878854003,0.2591610938663732,256.32797427652736,5.4,5.4,0.2578040154396805
VYD_00041,0.0372320177630214,0.46712204131740565,531.4474025974026,17.08,19.24,0.4241790982042438
VYD_00042,-0.15142388964968087,0.36007513997771945,531.8825249398005,11.53,11.53,1.6009068381968194
VYD_00043,0.02685064155824434,0.41973934584436967,389.98992031241755,17.08,19.24,5.221259139084544
VYD_00044,0.0692222204720005,0.48482329159828236,589.3461538461538,17.08,19.24,0.049746123987645885
VYD_00045,0.06867761220877276,0.5640681726976076,576.3624754420432,17.08,19.24,0.5588611038409188
VYD_00046,-0.0762658766683354,0.38498675610337935,637.6147403685093,11.53,11.53,0.16790412004381888
VYD_00047,0.03741829983145446,0.4228533096030122,400.93910690121777,17.08,19.24,0.20441651418480744
VYD_00048,0.09671203606301326,0.5523707896053349,477.29498006098976,13.05,18.05,2.34892747437903
VYD_00049,0.04224850418390376,0.4954997542949172,504.110497237569,17.08,19.24,0.10029403631069157
VYD_00050,0.08137114752620418,0.48946923429355826,419.4927439755026,13.05,18.05,2.0676743901336057
VYD_00051,0.011146160751847349,0.31671069764876936,329.4056210335449,13.7,20.22,1.5102882422032151
VYD_00052,0.0653592115087855,0.5241149772919954,417.82152588555874,13.05,18.05,0.607020433238956
VYD_00053,0.032627538827264664,0.4265656387344825,533.9709989258862,15.98,15.98,0.7722027582294497
VYD_00054,0.04828585055586811,0.3735582534973327,452.4625850340136,13.05,18.05,0.04064047731744923
VYD_00055,-0.0009641646163967945,0.42674282248203577,495.05841924398624,13.05,18.05,0.07926243633153757
VYD_00056,0.049264630116546075,0.5074967014479237,477.97235023041463,13.05,18.05,0.4791571565473684
VYD_00057,0.07135316933688177,0.471156122916866,402.95409015025047,17.08,19.24,0.32968446809876906
VYD_00058,0.002232128228056352,0.4265615278791239,525.5087336244541,15.98,15.98,0.12583334158486703
VYD_00059,0.04523317791880028,0.4494092733814166,374.6221476510066,13.05,18.05,0.8219288258493122
VYD_00060,-0.14822743286062373,0.39483364233791163,547.3420852359209,11.53,11.53,0.7252498003383564
VYD_00061,0.05774216801598326,0.4674052335507858,471.7842401500937,13.05,18.05,0.14728463775976566
VYD_00062,0.051654875832871164,0.4428301902780536,464.76895306859217,17.08,19.24,2.900628956890575
VYD_00063,-0.0465804701288269,0.39646716572378327,482.2247191011236,13.05,18.05,0.025827657812060336
VYD_00064,0.11523144125618574,0.5192771644068082,524.4464529331515,17.08,19.24,0.808686474163665
VYD_00065,0.022451462074131234,0.37739270364186034,374.062,17.08,19.24,0.13455379916264937
