bandwidth_m,n,n_segments,tau_vineyard,se_cluster,t,p,mean_y_vine,mean_y_wild
100,10000,2000,0.06239267177590835,0.0016604858464664073,37.574949469568146,0.0,0.1112946564682279,0.11502493565320038
