group,n_fields,area_ha,mean_NDVI_2015,mean_NDVI_2016,mean_NDVI_2017,mean_NDVI_2018,mean_NDVI_2019,mean_NDVI_2020,mean_NDVI_2021,mean_recov_2020_ratio,mean_recov_2021_ratio
inside,1327,2313.7,0.42302616654850833,0.419692406020136,0.4143895234078492,0.4108618395621476,0.4281530421481611,0.37777166921042066,0.34065669524400205,0.8917661633965814,0.8145396954408743
outside,3254,6499.5,0.4267556911448216,0.4220321266323479,0.41925388246742934,0.4115742848090249,0.43270464850247053,0.3883305403868305,0.35868664697809893,0.9095520016808661,0.85426007436666
