x,y,n,slope,intercept,pearson_r,pearson_r2,p_value,slope_se,spearman_rho,spearman_p
NDMI_prefire,ET_gs_mm,4581,657.6495970653547,460.41082784424384,0.5672636518569936,0.3217880507181324,0.0,14.10934973785487,0.5392690265962963,0.0
NDVI_prefire,ET_gs_mm,4581,574.5147042206428,218.31039615612303,0.6390125066365382,0.40833698363791177,0.0,10.219830202465632,0.6202801893648346,0.0
awc_0_100cm,ET_gs_mm,4581,-0.5227437090673682,477.03151183370176,-0.02622796360149191,0.0006879060746811844,0.07589617532568656,0.29443503972069107,-0.023329502615305222,0.1143827060333926
awc_0_100cm,NDMI_prefire,4581,0.00047826826014615343,0.00879563993912566,0.027819986787812574,0.0007739516648740661,0.059728417639375975,0.0002539575873604298,0.023888445812422852,0.105957491662912
awc_0_150cm,NDMI_prefire,4581,0.00046111668275128305,0.007050960635871186,0.04384146401898276,0.0019220739673277603,0.0029980018341267726,0.00015528256280058253,0.041520292332587645,0.004943899400302253
